id_evento,nombre_corredor,distancia_metros,tiempo_acumulado_segundos
709,Sheila KIPROTICH,4800,844.21
710,Shelby HOULIHAN,4800,844.55
711,Letesenbet GIDEY,4800,843.63
712,Molly HUDDLE,4800,845.15
713,Laura MUIR,4800,844.31
714,Eilish MCCOLGAN,4800,845.4
715,Shannon ROWBURY,4800,845.15
716,Susan KRUMINS,4800,845.45
717,Margaret KIPKEMBOI,4800,845.32
718,Almaz AYANA,4800,833.04
719,Eloise WELLINGS,4800,888.65
720,Karoline GROVDAL,4800,887.81
721,Hellen OBIRI,4900,846.21
722,Sifan HASSAN,4900,858.66
723,Laura MUIR,4900,860.28
724,Letesenbet GIDEY,4900,859.68
725,Senbere TEFERI,4900,859.2
726,Shelby HOULIHAN,4900,860.96
727,Sheila KIPROTICH,4900,860.66
728,Shannon ROWBURY,4900,861.63
729,Susan KRUMINS,4900,861.96
730,Eilish MCCOLGAN,4900,861.98
731,Margaret KIPKEMBOI,4900,861.92
732,Molly HUDDLE,4900,861.75
733,Almaz AYANA,4900,850.19
734,Karoline GROVDAL,4900,906.04
735,Eloise WELLINGS,4900,906.91
736,Hellen OBIRI,5000,861.38
737,Sifan HASSAN,5000,874.35
738,Senbere TEFERI,5000,875.12
739,Letesenbet GIDEY,5000,875.76
740,Laura MUIR,5000,876.38
741,Margaret KIPKEMBOI,5000,878.35
742,Sheila KIPROTICH,5000,877.1
743,Susan KRUMINS,5000,878.42
744,Eilish MCCOLGAN,5000,878.45
745,Shelby HOULIHAN,5000,877.49
746,Shannon ROWBURY,5000,878.19
747,Molly HUDDLE,5000,878.34
748,Almaz AYANA,5000,867.25
749,Eloise WELLINGS,5000,925.17
750,Karoline GROVDAL,5000,924.35
