id_evento,nombre_corredor,distancia_metros,tiempo_acumulado_segundos
705,Sifan HASSAN,4500,810.5
706,Nadia BATTOCLETTI,4500,813.0
707,Margaret KIPKEMBOI,4500,815.5
708,Ejgayehu TAYE,4500,818.0
709,Medina EISA,4500,820.5
710,Karoline GROVDAL,4500,823.0
711,Rose DAVIES,4500,825.5
712,Shelby HOULIHAN,4500,828.0
713,Josette ANDREWS,4500,830.5
714,Maureen KOSTER,4500,833.0
715,Agnes NGETICH,4500,835.5
716,Marta GARCÍA,4600,807.0
717,Faith KIPYEGON,4600,810.5
718,Beatrice CHEBET,4600,812.0
719,Gudaf TSEGAY,4600,824.5
720,Sifan HASSAN,4600,827.0
721,Nadia BATTOCLETTI,4600,829.5
722,Margaret KIPKEMBOI,4600,832.0
723,Ejgayehu TAYE,4600,834.5
724,Medina EISA,4600,837.0
725,Karoline GROVDAL,4600,839.5
726,Rose DAVIES,4600,842.0
727,Shelby HOULIHAN,4600,844.5
728,Josette ANDREWS,4600,847.0
729,Maureen KOSTER,4600,849.5
730,Agnes NGETICH,4600,852.0
731,Marta GARCÍA,4700,823.5
732,Faith KIPYEGON,4700,827.0
733,Beatrice CHEBET,4700,828.5
734,Gudaf TSEGAY,4700,841.0
735,Sifan HASSAN,4700,843.5
736,Nadia BATTOCLETTI,4700,846.0
737,Margaret KIPKEMBOI,4700,848.5
738,Ejgayehu TAYE,4700,851.0
739,Medina EISA,4700,853.5
740,Karoline GROVDAL,4700,856.0
741,Rose DAVIES,4700,858.5
742,Shelby HOULIHAN,4700,861.0
743,Josette ANDREWS,4700,863.5
744,Maureen KOSTER,4700,866.0
745,Agnes NGETICH,4700,868.5
746,Marta GARCÍA,4800,840.0
747,Faith KIPYEGON,4800,843.5
748,Beatrice CHEBET,4800,845.0
749,Gudaf TSEGAY,4800,857.5
750,Sifan HASSAN,4800,860.0
751,Nadia BATTOCLETTI,4800,862.5
752,Margaret KIPKEMBOI,4800,865.0
753,Ejgayehu TAYE,4800,867.5
754,Medina EISA,4800,870.0
755,Karoline GROVDAL,4800,872.5
756,Rose DAVIES,4800,875.0
757,Shelby HOULIHAN,4800,877.5
758,Josette ANDREWS,4800,880.0
759,Maureen KOSTER,4800,882.5
760,Agnes NGETICH,4800,885.0
761,Marta GARCÍA,4900,856.5
762,Faith KIPYEGON,4900,860.0
763,Beatrice CHEBET,4900,861.5
764,Gudaf TSEGAY,4900,874.0
765,Sifan HASSAN,4900,876.5
766,Nadia BATTOCLETTI,4900,879.0
767,Margaret KIPKEMBOI,4900,881.5
768,Ejgayehu TAYE,4900,884.0
769,Medina EISA,4900,886.5
770,Karoline GROVDAL,4900,889.0
771,Rose DAVIES,4900,891.5
772,Shelby HOULIHAN,4900,894.0
773,Josette ANDREWS,4900,896.5
774,Maureen KOSTER,4900,899.0
775,Agnes NGETICH,4900,901.5
776,Marta GARCÍA,5000,873.0
777,Faith KIPYEGON,5000,876.5
778,Beatrice CHEBET,5000,878.0
779,Gudaf TSEGAY,5000,890.5
780,Sifan HASSAN,5000,893.0
781,Nadia BATTOCLETTI,5000,895.5
782,Margaret KIPKEMBOI,5000,898.0
783,Ejgayehu TAYE,5000,900.5
784,Medina EISA,5000,903.0
785,Karoline GROVDAL,5000,905.5
786,Rose DAVIES,5000,908.0
787,Shelby HOULIHAN,5000,910.5
788,Josette ANDREWS,5000,913.0
789,Maureen KOSTER,5000,915.5
790,Agnes NGETICH,5000,918.0
